#distance	epsilon	k	nut
0	0.8463847846	1.046178479	0.02919407085
5.050505051	0.09220871618	0.8610367375	0.7530469732
10.1010101	0.03087902948	0.6753647977	1.357776973
15.15151515	0.01700969188	0.6142695615	2.018412396
20.2020202	0.01265105653	0.5987848107	2.561077406
25.25252525	0.01093042718	0.5964138717	2.933816498
30.3030303	0.01010631797	0.5974826835	3.181349262
35.35353535	0.009654619597	0.5998967643	3.355983735
40.4040404	0.009395899927	0.6027365476	3.48059236
45.45454545	0.00921339884	0.6049156838	3.575103462
50.50505051	0.009081531077	0.6051620859	3.629666307
55.55555556	0.008981784187	0.6039396529	3.655213893
60.60606061	0.008882273659	0.6017604036	3.669588986
65.65656566	0.008771976445	0.5983021318	3.673081915
70.70707071	0.008636318908	0.593695937	3.673644235
75.75757576	0.008491862176	0.587868551	3.66312247
80.80808081	0.008332311301	0.5810723983	3.647482508
85.85858586	0.008148678361	0.5738665282	3.638046305
90.90909091	0.007961702095	0.5663291192	3.62629756
90.90909091	0.007961702095	0.5663291192	3.62629756
95.95959596	0.00778320304	0.5584065403	3.606447721
95.95959596	0.00778320304	0.5584065403	3.606447721
101.010101	0.00763369213	0.5505641969	3.574552818
101.010101	0.00763369213	0.5505641969	3.574552818
106.0606061	0.007486270329	0.5425997701	3.540226431
106.0606061	0.007486270329	0.5425997701	3.540226431
111.1111111	0.007336720753	0.535621279	3.520154668
111.1111111	0.007336720753	0.535621279	3.520154668
116.1616162	0.007197053525	0.5289150382	3.498997878
121.2121212	0.007070513116	0.5230526218	3.48291544
126.2626263	0.006958788598	0.5173245721	3.461442365
131.3131313	0.00686280258	0.51186482	3.436159079
136.3636364	0.006768771035	0.5070273384	3.418363725
141.4141414	0.006681125711	0.5025431468	3.402311973
146.4646465	0.00659684044	0.4981165769	3.385309647
151.5151515	0.00654430366	0.4946117009	3.364625375
156.5656566	0.006488057153	0.4906247099	3.339301345
161.6161616	0.006456522431	0.4863581632	3.297701686
166.6666667	0.006435241764	0.4822695934	3.253324635
171.7171717	0.006415880867	0.4787602118	3.215842139
176.7676768	0.0063939753	0.47652758	3.197056078
181.8181818	0.006377156284	0.4745921192	3.179722553
186.8686869	0.006371590654	0.4736974264	3.17068463
191.9191919	0.00638019975	0.4741763718	3.172926981
196.969697	0.006391557957	0.4749931541	3.17829653
202.020202	0.006408243098	0.4755464498	3.17745503
207.0707071	0.006431604358	0.4757176124	3.168135566
212.1212121	0.006461419858	0.476482525	3.163513673
217.1717172	0.006486223962	0.4770763136	3.159173531
222.2222222	0.006489408728	0.4766705102	3.152506471
227.2727273	0.006495819073	0.4765158533	3.147572982
232.3232323	0.006505434549	0.4766107508	3.144362076
237.3737374	0.006531504338	0.4771481482	3.139041167
242.4242424	0.006562308823	0.477812874	3.133113107
247.4747475	0.006594130113	0.4784346542	3.126159795
252.5252525	0.006627177097	0.4791413844	3.119738608
257.5757576	0.006676819351	0.481141467	3.122373587
262.6262626	0.006725904729	0.4831059959	3.12480308
267.6767677	0.006767214758	0.4845741053	3.124363487
272.7272727	0.006807551357	0.4860620122	3.124665917
277.7777778	0.006834857304	0.4878149353	3.134901303
282.8282828	0.006862163251	0.4895678584	3.145136688
287.8787879	0.006878865256	0.4904947356	3.149654051
292.9292929	0.006894649307	0.4913501043	3.153676422
297.979798	0.006916581979	0.4924814324	3.158312718
303.030303	0.006940339355	0.4936946561	3.163131206
308.0808081	0.006961864966	0.4945628502	3.164621022
313.1313131	0.006980755495	0.495023662	3.162180621
318.1818182	0.007001940668	0.4955783568	3.159890675
323.2323232	0.007036549989	0.4966822868	3.158480919
328.2828283	0.007071159311	0.4977862168	3.157071163
333.3333333	0.007105607596	0.4989069037	3.155948679
338.3838384	0.007139972022	0.5000363168	3.154975793
343.4343434	0.007170894487	0.5010159162	3.153690955
348.4848485	0.007184911478	0.5012596941	3.150873947
353.5353535	0.007198928469	0.501503472	3.148056939
358.5858586	0.007214464342	0.5018799407	3.146256775
363.6363636	0.007231571296	0.5023936602	3.145508399
368.6868687	0.00724867825	0.5029073798	3.144760023
373.7373737	0.007275168448	0.504229098	3.149962901
378.7878788	0.007303803465	0.5057355082	3.156526113
383.8383838	0.007332438482	0.5072419184	3.163089325
388.8888889	0.007362472308	0.5087651709	3.169306859
393.9393939	0.007392606967	0.5102896374	3.175499475
398.989899	0.007423053658	0.5118123021	3.181534747
404.040404	0.007459238083	0.5133018341	3.18467674
409.0909091	0.007495422509	0.5147913661	3.187818734
414.1414141	0.007531606934	0.5162808981	3.190960728
419.1919192	0.007568915236	0.517755439	3.193545072
424.2424242	0.007606281029	0.5192292132	3.196100889
429.2929293	0.007643646822	0.5207029873	3.198656706
434.3434343	0.007837058681	0.5297654365	3.231900629
439.3939394	0.008057772611	0.5401556125	3.270513793
444.4444444	0.00827848654	0.5505457885	3.309126956
449.4949495	0.008499923013	0.5609997366	3.34826697
454.5454545	0.008722039568	0.5715137095	3.387902875
459.5959596	0.008944156124	0.5820276823	3.427538779
464.6464646	0.009164656084	0.5925230884	3.467551411
469.6969697	0.00937775045	0.6029334402	3.509289824
474.7474747	0.009590844817	0.6133437921	3.551028236
479.7979798	0.009803939184	0.6237541439	3.592766649
484.8484848	0.01001621984	0.6341855457	3.635098309
489.8989899	0.01022793409	0.6446316001	3.677842925
494.9494949	0.01043964833	0.6550776545	3.720587542
500	0.01065136257	0.6655237089	3.763332158
